no,token,pos,actual_label,predicted_label,sent_no,token_no,sent
11,Μίλητόν,Ne,place,0,30,6,κατεστρέψατο μὲν Ἴωνάς τε καὶ Αἰολέας καὶ Δωριέας τοὺς ἐν τῇ Ἀσίῃ
12,Σαρδίων,Ne,place,0,30,13,κατεστρέψατο μὲν Ἴωνάς τε καὶ Αἰολέας καὶ Δωριέας τοὺς ἐν τῇ Ἀσίῃ
13,Ἀσίην,Ne,place,0,30,25,κατεστρέψατο μὲν Ἴωνάς τε καὶ Αἰολέας καὶ Δωριέας τοὺς ἐν τῇ Ἀσίῃ
14,Μιλησίην,A-,ethnic,0,34,4,οὗτος δὲ Κυαξάρῃ τε τῷ Δηιόκεω ἀπογόνῳ ἐπολέμησε καὶ Μήδοισι Κιμμερίους τε ἐκ τῆς Ἀσίης ἐξήλασε Σμύρνην τε τὴν ἀπὸ Κολοφῶνος κτισθεῖσαν εἷλε ἐς Κλαζομενάς τε ἐσέβαλε
15,Μιλήσιοι,A-,ethnic,0,35,4,οὗτος δὲ Κυαξάρῃ τε τῷ Δηιόκεω ἀπογόνῳ ἐπολέμησε καὶ Μήδοισι Κιμμερίους τε ἐκ τῆς Ἀσίης ἐξήλασε Σμύρνην τε τὴν ἀπὸ Κολοφῶνος κτισθεῖσαν εἷλε ἐς Κλαζομενάς τε ἐσέβαλε
16,Μιλησίην,A-,ethnic,0,38,19,οὗτος δὲ Κυαξάρῃ τε τῷ Δηιόκεω ἀπογόνῳ ἐπολέμησε καὶ Μήδοισι Κιμμερίους τε ἐκ τῆς Ἀσίης ἐξήλασε Σμύρνην τε τὴν ἀπὸ Κολοφῶνος κτισθεῖσαν εἷλε ἐς Κλαζομενάς τε ἐσέβαλε
17,Ἀθηναίης,Ne,place,0,41,9,καὶ γὰρ δὴ πρότερον οἱ Μιλήσιοι τοῖσι Χίοισι τὸν πρὸς Ἐρυθραίους πόλεμον συνδιήνεικαν
18,Δελφῶν,Nb,place,0,45,0,καὶ γὰρ δὴ πρότερον οἱ Μιλήσιοι τοῖσι Χίοισι τὸν πρὸς Ἐρυθραίους πόλεμον συνδιήνεικαν
19,Μιλήσιοι,A-,ethnic,0,46,0,καὶ γὰρ δὴ πρότερον οἱ Μιλήσιοι τοῖσι Χίοισι τὸν πρὸς Ἐρυθραίους πόλεμον συνδιήνεικαν
20,Μιλήσιοι,A-,ethnic,0,47,0,καὶ γὰρ δὴ πρότερον οἱ Μιλήσιοι τοῖσι Χίοισι τὸν πρὸς Ἐρυθραίους πόλεμον συνδιήνεικαν
21,Σαρδιηνὸς,A-,ethnic,0,51,15,Ἀλυάττης δέ ὡς οἱ ταῦτα ἐξαγγέλθη αὐτίκα ἔπεμπε κήρυκα ἐς Μίλητον βουλόμενος σπονδὰς ποιήσασθαι Θρασυβούλῳ τε καὶ Μιλησίοισι χρόνον ὅσον ἂν τὸν νηὸν οἰκοδομέῃ
22,Μιλησίους,A-,ethnic,0,55,4,Ἀλυάττης δέ ὡς οἱ ταῦτα ἐξαγγέλθη αὐτίκα ἔπεμπε κήρυκα ἐς Μίλητον βουλόμενος σπονδὰς ποιήσασθαι Θρασυβούλῳ τε καὶ Μιλησίοισι χρόνον ὅσον ἂν τὸν νηὸν οἰκοδομέῃ
23,Ἀσίῃ,Ne,place,0,59,6,ὃς δὴ Ἑλλήνων πρώτοισι ἐπεθήκατο Ἐφεσίοισι
24,Ἀθηναῖε,A-,ethnic,0,66,1,ἐόντων δέ οἱ πάντων ἑτοίμων ἐς τὴν ναυπηγίην οἳ μὲν Βίαντα λέγουσι τὸν Πριηνέα ἀπικόμενον ἐς Σάρδις οἳ δὲ Πιττακὸν τὸν Μυτιληναῖον εἰρομένου Κροίσου εἴ τι εἴη νεώτερον περὶ τὴν Ἑλλάδα εἰπόντα τάδε καταπαῦσαι τὴν ναυπηγίην
25,Ἀθηναῖε,A-,ethnic,0,71,2,Ἀργεῖοι δὲ σφέων εἰκόνας ποιησάμενοι ἀνέθεσαν ἐς Δελφοὺς ὡς ἀριστῶν γενομένων
26,Μιλησίης,A-,ethnic,0,76,13,Ἀργεῖοι δὲ σφέων εἰκόνας ποιησάμενοι ἀνέθεσαν ἐς Δελφοὺς ὡς ἀριστῶν γενομένων
27,Λιβύης,Ne,place,0,77,0,Ἀργεῖοι δὲ σφέων εἰκόνας ποιησάμενοι ἀνέθεσαν ἐς Δελφοὺς ὡς ἀριστῶν γενομένων
28,Δελφῶν,Nb,place,0,87,3,ταῦτα οἱ Λυδοὶ θεσπισάσης τῆς Πυθίης συγγραψάμενοι οἴχοντο ἀπιόντες ἐς τὰς Σάρδις
29,Σαμίου,A-,ethnic,0,88,6,ταῦτα οἱ Λυδοὶ θεσπισάσης τῆς Πυθίης συγγραψάμενοι οἴχοντο ἀπιόντες ἐς τὰς Σάρδις
30,Δελφῶν,Nb,place,0,89,4,ταῦτα οἱ Λυδοὶ θεσπισάσης τῆς Πυθίης συγγραψάμενοι οἴχοντο ἀπιόντες ἐς τὰς Σάρδις
31,Δελφοὶ,Nb,place,0,90,23,ἐπέγραψε δὲ τῶν τις Δελφῶν Λακεδαιμονίοισι βουλόμενος χαρίζεσθαι τοῦ ἐπιστάμενος τὸ οὔνομα οὐκ ἐπιμνήσομαι
32,Δελφοὺς,Ne,place,0,96,23,ἐπέγραψε δὲ τῶν τις Δελφῶν Λακεδαιμονίοισι βουλόμενος χαρίζεσθαι τοῦ ἐπιστάμενος τὸ οὔνομα οὐκ ἐπιμνήσομαι
33,Δελφοὺς,Ne,place,0,98,3,ἐπέγραψε δὲ τῶν τις Δελφῶν Λακεδαιμονίοισι βουλόμενος χαρίζεσθαι τοῦ ἐπιστάμενος τὸ οὔνομα οὐκ ἐπιμνήσομαι
34,Ἀθηναίους,A-,ethnic,0,100,5,ἱστορέων δὲ εὕρισκε Λακεδαιμονίους καὶ Ἀθηναίους προέχοντας τοὺς μὲν τοῦ Δωρικοῦ γένεος τοὺς δὲ τοῦ Ἰωνικοῦ
35,Ἕλληνος,Nb,ethnic,0,101,13,ἱστορέων δὲ εὕρισκε Λακεδαιμονίους καὶ Ἀθηναίους προέχοντας τοὺς μὲν τοῦ Δωρικοῦ γένεος τοὺς δὲ τοῦ Ἰωνικοῦ
36,Ἀθηναίους,A-,ethnic,0,111,6,οἱ δὲ ἀμφὶ Πεισίστρατον ἐσπεσόντες τοὺς Ἀθηναίους τράπουσι
37,Ἀθηναίους,A-,ethnic,0,115,3,οἱ δὲ ἀμφὶ Πεισίστρατον ἐσπεσόντες τοὺς Ἀθηναίους τράπουσι
38,Σπαρτιητέων,Nb,ethnic,0,118,2,τοὺς μέν νυν Ἀθηναίους τοιαῦτα τὸν χρόνον τοῦτον ἐπυνθάνετο ὁ Κροῖσος κατέχοντα τοὺς δὲ Λακεδαιμονίους ἐκ κακῶν τε μεγάλων πεφευγότας καὶ ἐόντας ἤδη τῷ πολέμῳ κατυπερτέρους Τεγεητέων
39,Σπαρτιητέων,Nb,ethnic,0,120,13,τοὺς μέν νυν Ἀθηναίους τοιαῦτα τὸν χρόνον τοῦτον ἐπυνθάνετο ὁ Κροῖσος κατέχοντα τοὺς δὲ Λακεδαιμονίους ἐκ κακῶν τε μεγάλων πεφευγότας καὶ ἐόντας ἤδη τῷ πολέμῳ κατυπερτέρους Τεγεητέων
40,Ἀθηναίης,Ne,place,0,122,20,ὡς δ’ αὐτοὶ Λακεδαιμόνιοι λέγουσι Λυκοῦργον ἐπιτροπεύσαντα Λεωβώτεω ἀδελφιδέου μὲν ἑωυτοῦ βασιλεύοντος δὲ Σπαρτιητέων ἐκ Κρήτης ἀγαγέσθαι ταῦτα
41,Μιλήσιος,A-,ethnic,0,140,31,ὡς δ’ αὐτοὶ Λακεδαιμόνιοι λέγουσι Λυκοῦργον ἐπιτροπεύσαντα Λεωβώτεω ἀδελφιδέου μὲν ἑωυτοῦ βασιλεύοντος δὲ Σπαρτιητέων ἐκ Κρήτης ἀγαγέσθαι ταῦτα
42,Σαρδιηνοῦ,A-,ethnic,0,149,12,Κροῖσος δὲ μεμφθεὶς κατὰ τὸ πλῆθος τὸ ἑωυτοῦ στράτευμα ἦν γάρ οἱ ὁ συμβαλὼν στρατὸς πολλὸν ἐλάσσων ἢ ὁ Κύρου τοῦτο μεμφθείς ὡς τῇ ὑστεραίῃ οὐκ ἐπειρᾶτο ἐπιὼν ὁ Κῦρος ἀπήλαυνε ἐς τὰς Σάρδις ἐν νόῳ ἔχων παρακαλέσας μὲν Αἰγυπτίους κατὰ τὸ ὅρκιον ἐποιήσατο γὰρ καὶ πρὸς Ἄμασιν βασιλεύοντα Αἰγύπτου συμμαχίην πρότερον ἤ περ πρὸς Λακεδαιμονίους μεταπεμψάμενος δὲ καὶ Βαβυλωνίους καὶ γὰρ πρὸς τούτους αὐτῷ ἐπεποίητο συμμαχίη ἐτυράννευε δὲ τὸν χρόνον τοῦτον τῶν Βαβυλωνίων Λαβύνητος ἐπαγγείλας δὲ καὶ Λακεδαιμονίοισι παρεῖναι ἐς χρόνον ῥητόν
43,Σαρδιηνὸς,A-,ethnic,0,154,8,τὸν δὲ ἕνα λέγουσι τὸν περιλειφθέντα τῶν τριηκοσίων Ὀθρυάδην αἰσχυνόμενον ἀπονοστέειν ἐς Σπάρτην τῶν οἱ συλλοχιτέων διεφθαρμένων αὐτοῦ μιν ἐν τῇσι Θυρέῃσι καταχρήσασθαι ἑωυτόν
44,Σαρδίων,Ne,place,0,156,6,τὸν δὲ ἕνα λέγουσι τὸν περιλειφθέντα τῶν τριηκοσίων Ὀθρυάδην αἰσχυνόμενον ἀπονοστέειν ἐς Σπάρτην τῶν οἱ συλλοχιτέων διεφθαρμένων αὐτοῦ μιν ἐν τῇσι Θυρέῃσι καταχρήσασθαι ἑωυτόν
45,Σάρδιές,Ne,place,0,157,5,τὸν δὲ ἕνα λέγουσι τὸν περιλειφθέντα τῶν τριηκοσίων Ὀθρυάδην αἰσχυνόμενον ἀπονοστέειν ἐς Σπάρτην τῶν οἱ συλλοχιτέων διεφθαρμένων αὐτοῦ μιν ἐν τῇσι Θυρέῃσι καταχρήσασθαι ἑωυτόν
46,Σαρδίων,Ne,place,0,169,12,τὸν δὲ ἕνα λέγουσι τὸν περιλειφθέντα τῶν τριηκοσίων Ὀθρυάδην αἰσχυνόμενον ἀπονοστέειν ἐς Σπάρτην τῶν οἱ συλλοχιτέων διεφθαρμένων αὐτοῦ μιν ἐν τῇσι Θυρέῃσι καταχρήσασθαι ἑωυτόν
47,Ἕλληνές,Nb,ethnic,0,179,7,ἓν δὲ ἔργον πολλὸν μέγιστον παρέχεται χωρὶς τῶν τε Αἰγυπτίων ἔργων καὶ τῶν Βαβυλωνίων
48,Ἀσίης,Ne,place,0,183,4,Ἀσσυρίων ἀρχόντων τῆς ἄνω Ἀσίης ἐπ’ ἔτεα εἴκοσι καὶ πεντακόσια πρῶτοι ἀπ’ αὐτῶν Μῆδοι ἤρξαντο ἀπίστασθαι καὶ κως οὗτοι περὶ τῆς ἐλευθερίης μαχεσάμενοι τοῖσι Ἀσσυρίοισι ἐγένοντο ἄνδρες ἀγαθοί καὶ ἀπωσάμενοι τὴν δουλοσύνην ἐλευθερώθησαν
49,Ἀσίην,Ne,place,0,188,19,μετὰ δὲ ἔχων δύο ταῦτα ἔθνεα καὶ ἀμφότερα ἰσχυρά κατεστρέφετο τὴν Ἀσίην ἀπ’ ἄλλου ἐπ’ ἄλλο ἰὼν ἔθνος ἐς ὃ στρατευσάμενος ἐπὶ τοὺς Ἀσσυρίους καὶ Ἀσσυρίων τούτους οἳ Νίνον εἶχον καὶ ἦρχον πρότερον πάντων τότε δὲ ἦσαν μεμουνωμένοι μὲν συμμάχων ἅτε ἀπεστεώτων ἄλλως μέντοι ἑωυτῶν εὖ ἥκοντες ἐπὶ τούτους δὴ στρατευσάμενος ὁ Φραόρτης αὐτός τε διεφθάρη ἄρξας δύο καὶ εἴκοσι ἔτεα καὶ ὁ στρατὸς αὐτοῦ ὁ πολλός
50,Ἀσίην,Ne,place,0,189,5,μετὰ δὲ ἔχων δύο ταῦτα ἔθνεα καὶ ἀμφότερα ἰσχυρά κατεστρέφετο τὴν Ἀσίην ἀπ’ ἄλλου ἐπ’ ἄλλο ἰὼν ἔθνος ἐς ὃ στρατευσάμενος ἐπὶ τοὺς Ἀσσυρίους καὶ Ἀσσυρίων τούτους οἳ Νίνον εἶχον καὶ ἦρχον πρότερον πάντων τότε δὲ ἦσαν μεμουνωμένοι μὲν συμμάχων ἅτε ἀπεστεώτων ἄλλως μέντοι ἑωυτῶν εὖ ἥκοντες ἐπὶ τούτους δὴ στρατευσάμενος ὁ Φραόρτης αὐτός τε διεφθάρη ἄρξας δύο καὶ εἴκοσι ἔτεα καὶ ὁ στρατὸς αὐτοῦ ὁ πολλός
51,Ἀσίης,Ne,place,0,193,9,μετὰ δὲ ἔχων δύο ταῦτα ἔθνεα καὶ ἀμφότερα ἰσχυρά κατεστρέφετο τὴν Ἀσίην ἀπ’ ἄλλου ἐπ’ ἄλλο ἰὼν ἔθνος ἐς ὃ στρατευσάμενος ἐπὶ τοὺς Ἀσσυρίους καὶ Ἀσσυρίων τούτους οἳ Νίνον εἶχον καὶ ἦρχον πρότερον πάντων τότε δὲ ἦσαν μεμουνωμένοι μὲν συμμάχων ἅτε ἀπεστεώτων ἄλλως μέντοι ἑωυτῶν εὖ ἥκοντες ἐπὶ τούτους δὴ στρατευσάμενος ὁ Φραόρτης αὐτός τε διεφθάρη ἄρξας δύο καὶ εἴκοσι ἔτεα καὶ ὁ στρατὸς αὐτοῦ ὁ πολλός
52,Μιλησίων,A-,ethnic,0,227,20,Ἴωνες δὲ ὡς ἤκουσαν τούτων ἀνενειχθέντων ἐς τὰς πόλιας τείχεά τε περιεβάλοντο ἕκαστοι καὶ συνελέγοντο ἐς Πανιώνιον οἱ ἄλλοι πλὴν Μιλησίων
53,Μίλητος,Ne,place,0,229,0,Ἴωνες δὲ ὡς ἤκουσαν τούτων ἀνενειχθέντων ἐς τὰς πόλιας τείχεά τε περιεβάλοντο ἕκαστοι καὶ συνελέγοντο ἐς Πανιώνιον οἱ ἄλλοι πλὴν Μιλησίων
54,Σάμιοι,A-,ethnic,0,230,9,Χῖοι μέν νυν καὶ Ἐρυθραῖοι κατὰ τὸ αὐτὸ διαλέγονται Σάμιοι δὲ ἐπ’ ἑωυτῶν μοῦνοι
55,Μιλήσιοι,A-,ethnic,0,231,6,τούτων δὴ ὦν τῶν Ἰώνων οἱ Μιλήσιοι μὲν ἦσαν ἐν σκέπῃ τοῦ φόβου ὅρκιον ποιησάμενοι τοῖσι δὲ αὐτῶν νησιώτῃσι ἦν δεινὸν οὐδέν
56,Ἀθηναίων,A-,ethnic,0,234,7,οἱ μέν νυν ἄλλοι Ἴωνες καὶ οἱ Ἀθηναῖοι ἔφυγον τὸ οὔνομα οὐ βουλόμενοι Ἴωνες κεκλῆσθαι ἀλλὰ καὶ νῦν φαίνονταί μοι οἱ πολλοὶ αὐτῶν ἐπαισχύνεσθαι τῷ οὐνόματι
57,Σάμῳ,Ne,place,0,237,11,εἰσὶ δὲ πάντες Ἴωνες ὅσοι ἀπ’ Ἀθηνέων γεγόνασι καὶ Ἀπατούρια ἄγουσι ὁρτήν
58,Σπαρτιητέων,Nb,ethnic,0,240,11,ὡς δὲ ἀπίκοντο ἐς τὴν Σπάρτην τῶν Ἰώνων καὶ Αἰολέων οἱ ἄγγελοι κατὰ γὰρ δὴ τάχος ἦν ταῦτα πρησσόμενα εἵλοντο πρὸ πάντων λέγειν τὸν Φωκαέα τῷ οὔνομα ἦν Πύθερμος
59,Σπαρτιήτην,Nb,ethnic,0,243,8,ἀπικόμενοι δὲ οὗτοι ἐς Φώκαιαν ἔπεμπον ἐς Σάρδις σφέων αὐτῶν τὸν δοκιμώτατον τῷ οὔνομα ἦν Λακρίνης ἀπερέοντα Κύρῳ Λακεδαιμονίων ῥῆσιν γῆς τῆς Ἑλλάδος μηδεμίαν πόλιν σιναμωρέειν ὡς αὐτῶν οὐ περιοψομένων
60,Αἰγύπτιοι,A-,ethnic,0,247,15,μετὰ ταῦτα ἐπιτρέψας τὰς μὲν Σάρδις Ταβάλῳ ἀνδρὶ Πέρσῃ τὸν δὲ χρυσὸν τόν τε Κροίσου καὶ τὸν τῶν ἄλλων Λυδῶν Πακτύῃ ἀνδρὶ Λυδῷ κομίζειν ἀπήλαυνε αὐτὸς ἐς Ἀγβάτανα Κροῖσόν τε ἅμα ἀγόμενος καὶ τοὺς Ἴωνας ἐν οὐδενὶ λόγῳ ποιησάμενος τὴν πρώτην εἶναι
61,Ἀθηναίης,Ne,place,0,258,4,ἡ τε γὰρ Βαβυλών οἱ ἦν ἐμπόδιος καὶ τὸ Βάκτριον ἔθνος καὶ Σάκαι τε καὶ Αἰγύπτιοι ἐπ’ οὓς ἐπεῖχέ τε στρατηλατέειν αὐτός ἐπὶ δὲ Ἴωνας ἄλλον πέμπειν στρατηγόν
62,Μιλησίων,A-,ethnic,0,263,5,οἱ δ’ ἄλλοι Ἴωνες πλὴν Μιλησίων διὰ μάχης μὲν ἀπίκοντο Ἁρπάγῳ κατά περ οἱ ἐκλιπόντες καὶ ἄνδρες ἐγένοντο ἀγαθοὶ περὶ τῆς ἑωυτοῦ ἕκαστος μαχόμενοι
63,Μιλήσιοι,A-,ethnic,0,264,0,οἱ δ’ ἄλλοι Ἴωνες πλὴν Μιλησίων διὰ μάχης μὲν ἀπίκοντο Ἁρπάγῳ κατά περ οἱ ἐκλιπόντες καὶ ἄνδρες ἐγένοντο ἀγαθοὶ περὶ τῆς ἑωυτοῦ ἕκαστος μαχόμενοι
64,Μιλησίου,A-,ethnic,0,266,9,κεκακωμένων δὲ Ἰώνων καὶ συλλεγομένων οὐδὲν ἧσσον ἐς τὸ Πανιώνιον πυνθάνομαι γνώμην Βίαντα ἄνδρα Πριηνέα ἀποδέξασθαι Ἴωσι χρησιμωτάτην τῇ εἰ ἐπείθοντο παρεῖχε ἂν σφι εὐδαιμονέειν Ἑλλήνων μάλιστα
65,Ἀσίη,Ne,place,0,277,23,χρηστὴ δὲ καὶ πρὶν ἢ διαφθαρῆναι Ἰωνίην Θάλεω ἀνδρὸς Μιλησίου ἐγένετο τὸ ἀνέκαθεν γένος ἐόντος Φοίνικος ὃς ἐκέλευε ἓν βουλευτήριον Ἴωνας ἐκτῆσθαι τὸ δὲ εἶναι ἐν Τέῳ Τέων γὰρ μέσον εἶναι Ἰωνίης τὰς δὲ ἄλλας πόλιας οἰκεομένας μηδὲν ἧσσον νομίζεσθαι κατά περ εἰ δῆμοι εἶεν
66,Αἰγυπτίη,A-,ethnic,0,280,8,χρηστὴ δὲ καὶ πρὶν ἢ διαφθαρῆναι Ἰωνίην Θάλεω ἀνδρὸς Μιλησίου ἐγένετο τὸ ἀνέκαθεν γένος ἐόντος Φοίνικος ὃς ἐκέλευε ἓν βουλευτήριον Ἴωνας ἐκτῆσθαι τὸ δὲ εἶναι ἐν Τέῳ Τέων γὰρ μέσον εἶναι Ἰωνίης τὰς δὲ ἄλλας πόλιας οἰκεομένας μηδὲν ἧσσον νομίζεσθαι κατά περ εἰ δῆμοι εἶεν
67,Ἕλληνὲς,Nb,ethnic,0,281,11,χρηστὴ δὲ καὶ πρὶν ἢ διαφθαρῆναι Ἰωνίην Θάλεω ἀνδρὸς Μιλησίου ἐγένετο τὸ ἀνέκαθεν γένος ἐόντος Φοίνικος ὃς ἐκέλευε ἓν βουλευτήριον Ἴωνας ἐκτῆσθαι τὸ δὲ εἶναι ἐν Τέῳ Τέων γὰρ μέσον εἶναι Ἰωνίης τὰς δὲ ἄλλας πόλιας οἰκεομένας μηδὲν ἧσσον νομίζεσθαι κατά περ εἰ δῆμοι εἶεν
68,Ἕλληνὲς,Nb,ethnic,0,283,3,χρηστὴ δὲ καὶ πρὶν ἢ διαφθαρῆναι Ἰωνίην Θάλεω ἀνδρὸς Μιλησίου ἐγένετο τὸ ἀνέκαθεν γένος ἐόντος Φοίνικος ὃς ἐκέλευε ἓν βουλευτήριον Ἴωνας ἐκτῆσθαι τὸ δὲ εἶναι ἐν Τέῳ Τέων γὰρ μέσον εἶναι Ἰωνίης τὰς δὲ ἄλλας πόλιας οἰκεομένας μηδὲν ἧσσον νομίζεσθαι κατά περ εἰ δῆμοι εἶεν
69,Λιβύην,Ne,place,0,295,10,τὸ γὰρ Σκύθας φασὶ Ἕλληνες ποιέειν οὐ Σκύθαι εἰσὶ οἱ ποιέοντες ἀλλὰ Μασσαγέται
70,Λιβύην,Ne,place,0,296,3,τὸ γὰρ Σκύθας φασὶ Ἕλληνες ποιέειν οὐ Σκύθαι εἰσὶ οἱ ποιέοντες ἀλλὰ Μασσαγέται
71,Λιβύην,Ne,place,0,297,14,τὸ γὰρ Σκύθας φασὶ Ἕλληνες ποιέειν οὐ Σκύθαι εἰσὶ οἱ ποιέοντες ἀλλὰ Μασσαγέται
72,Λιβύην,Ne,place,0,301,17,ἐπὶ δὲ τοῦ τρίτου Βάττου τοῦ εὐδαίμονος καλεομένου Ἕλληνας πάντας ὥρμησε χρήσασα ἡ Πυθίη πλέειν συνοικήσοντας Κυρηναίοισι Λιβύην
73,Λιβύην,Ne,place,0,302,4,ἐπὶ δὲ τοῦ τρίτου Βάττου τοῦ εὐδαίμονος καλεομένου Ἕλληνας πάντας ὥρμησε χρήσασα ἡ Πυθίη πλέειν συνοικήσοντας Κυρηναίοισι Λιβύην
74,Αἰγύπτιοι,A-,ethnic,0,306,6,οἱ δὲ Κυρηναῖοι ἐκστρατευσάμενοι ἐς Ἴρασα χῶρον καὶ ἐπὶ κρήνην Θέστην συνέβαλόν τε τοῖσι Αἰγυπτίοισι καὶ ἐνίκησαν τῇ συμβολῇ
75,Ἑλλήνων,Nb,ethnic,0,306,7,οἱ δὲ Κυρηναῖοι ἐκστρατευσάμενοι ἐς Ἴρασα χῶρον καὶ ἐπὶ κρήνην Θέστην συνέβαλόν τε τοῖσι Αἰγυπτίοισι καὶ ἐνίκησαν τῇ συμβολῇ
76,Σάμον,Ne,place,0,311,6,οἱ δὲ Κυρηναῖοι πρὸς τὴν καταλαβοῦσαν συμφορὴν ἔπεμπον ἐς Δελφοὺς ἐπειρησομένους ὅντινα τρόπον καταστησάμενοι κάλλιστα ἂν οἰκέοιεν
77,Λιβύης,Ne,place,0,321,8,οἱ δὲ Κυρηναῖοι πρὸς τὴν καταλαβοῦσαν συμφορὴν ἔπεμπον ἐς Δελφοὺς ἐπειρησομένους ὅντινα τρόπον καταστησάμενοι κάλλιστα ἂν οἰκέοιεν
78,Λιβύης,Ne,place,0,324,14,οἱ δὲ Κυρηναῖοι πρὸς τὴν καταλαβοῦσαν συμφορὴν ἔπεμπον ἐς Δελφοὺς ἐπειρησομένους ὅντινα τρόπον καταστησάμενοι κάλλιστα ἂν οἰκέοιεν
79,Λιβύην,Ne,place,0,326,14,οἱ δὲ Κυρηναῖοι πρὸς τὴν καταλαβοῦσαν συμφορὴν ἔπεμπον ἐς Δελφοὺς ἐπειρησομένους ὅντινα τρόπον καταστησάμενοι κάλλιστα ἂν οἰκέοιεν
80,Ἀθηναίης,Ne,place,0,327,3,οἱ δὲ Κυρηναῖοι πρὸς τὴν καταλαβοῦσαν συμφορὴν ἔπεμπον ἐς Δελφοὺς ἐπειρησομένους ὅντινα τρόπον καταστησάμενοι κάλλιστα ἂν οἰκέοιεν
